title,0
Disconnect (2012) - IMDb,"[['lot of movies', 'great majority', 'little impression'], [], ['DISCONNECT'], ['provocative film', 'seat', 'consequences', 'actions'], ['young people', 'anyone', 'social media or communicates', 'Internet'], ['well-paced movie', 'movie theater'], ['fact', 'director and writer', 'easy way'], ['glib', 'predictable solutions', 'reason', 'film', 'events', 'mind']]"
Frankenstein (1931) - IMDb,"[['story of Frankenstein', 'man of science', 'man', 'own image', 'God'], ['tales'], ['mysteries of creation – life', 'death'], [], [], ['horrify'], ['nerves', 'strain', 'chance', 'uh'], ['Van Sloan.Although', 'movie'], ['movie', 'cast', 'Colin Clive', 'Boris Karloff', 'Mae Clarke', 'Edward Van Sloan', 'ETC'], ['movie', 'obvious hints', 'German Expressionism', 'production team', 'films like Nosferatu', 'Cabinet of Dr. Caligari'], ['Gothic style', 'setting', 'sets'], ['movie', 'Frankenstein in media', 'Boris Karloff', 'stardom'], ['musical score', 'horrifying scenes', 'music'], ['movie everyone', 'masterpiece'], ['time'], ['nerves', 'strain', 'chance to-uh']]"
Amores Perros (2000) - IMDb,"[['Mexican movie'], ['sin of prejudice', 'Mexican cinema', 'Mexican film', 'sins'], ['work', 'director', 'big talent'], ['success'], ['stories in today', 'Mexico mix', 'few common elements'], ['characters', 'different social categories', 'nothing connects', 'first sight', 'feeling', 'dogs'], ['Dogs', 'important role', 'stories'], ['lot of cruelty', 'dog fights', 'film', 'animal lovers'], ['stories', 'tragic outcome', 'shade of hope', 'humanity', 'author', 'characters'], ['many memorable scenes', 'sin', 'rent', 'movie', 'theater', 'minutes'], ['personal scale']]"
Gattaca (1997) - IMDb,"[['Gattaca', 'piece of cinema', 'not-too-distant future', 'retrospect', 'outstanding movies', 'nineties'], ['science fiction movies', 'special effects', 'nothing about Gattaca'], ['piece of art', 'writing of Ray Bradbury'], ['Technology', 'core element', 'science fiction', 'backdrop', 'story', 'man', 'odds', 'brother', 'overcomes'], ['many subtle details', 'Gattaca', 'doctor', 'son'], ['minutes', 'movie', 'childhood Vincent', 'toy rocket', 'small details', 'tapestry', 'artistry.The soundtrack'], ['sets', 'future Niccol', 'vies', 'FEELING', 'future']]"
M (1931) - IMDb,"[['Fritz Lang', 'influential career', 'film director', 'post World War', 'Germany', 'leading figure', 'Expressionist film movement', 'United States', 'production', 'Big Heat', 'film', 'noir classic'], ['film', 'M', 'Germany', 'bridge between expressionism', 'film noir'], ['compositions of light', 'dark in order', 'inner workings', 'human mind', 'story', 'modern urban setting and blends', 'sociological issues', 'moral ones'], ['M', 'Lang', 'Germany', 'sound film', 'many historians', 'masterpiece of cinema', 'introduction of sound', 'films'], ['talkies', 'films', 'stage- imitative beginnings', 'limit', 'artistic possibilities', 'medium', 'M', 'failing', 'off-screen sounds', 'limiting use', 'synchronous dialogue'], ['film', 'editing', 'elaborate use', 'parallel cutting', 'kinetic energy and fluidity', 'storytelling'], ['course', 'film', 'sound effects', 'none', 'compulsive whistling', 'film', 'central character', 'stalker', 'serial killer', 'girls Hans Beckert', 'Peter Lorre'], ['Sound', 'important contributor', 'M', 'influential use', 'screen space'], ['famous example', 'scene', 'Beckert', 'shadow', 'Wanted poster', 'next victim', 'Elsie Beckmann', 'ball'], ['Beckert', 'shadow', 'bow toward Lang', 'expressionist artistic roots', 'murderer', 'space in front', 'image', 'community of viewers', 'member'], ['example of Lang', 'use', 'off-screen space', 'montage of shots', 'common denominator', 'Elsie', 'absence', 'empty chair', 'Beckmann dinner table', 'vertiginous stairwell', 'Elsie', 'mother', 'signs', 'daughter', 'arrival', 'play area', 'Elsie', 'return from school'], ['other films', 'series of shots', 'Beckert', 'assault and murder', 'innocent child', 'screen events', 'entry of Elsie', 'ball from bushes', 'right edge', 'frame', 'release', 'balloon from telephone wires', 'left edge', 'frame'], ['history of cinema', 'something', 'understated images.Beyond', 'technical brilliance', 'keys', 'M', 'lasting impact', 'portrait of Hans Beckert', 'twisted compulsion', 'relevant ambivalence', 'capture', 'trial'], ['contemporary cinematic examples', 'serial killer', 'Beckert', 'grotesque psychopath'], ['issue', 'society', 'clear-cut'], ['gut-reaction', 'film audiences', 'underworld mobsters', 'petty thieves', 'authorities', 'mutual quarry', 'capture Beckert', 'mock- formal trial', 'conclusion'], ['America today', 'Beckert', 'accusers', 'pleas', 'monster', 'way', 'death penalty', 'legal rights'], ['heinousness of Beckert', 'crimes', 'imperfections', 'legal/medical system', 'emotional response'], ['M', 'means', 'endorsement of vigilantism', 'contrary'], ['persuasions of Beckert', 'court', 'defense attorney', 'Beckert', 'own impassioned monologue', 'Lang', 'impatience', 'democratic judicial procedure', 'paranoid eagerness', 'others', 'name of order', 'social hysteria', 'Nazism', 'Germany'], ['ruthless killer', 'underworld looks', 'dresses', 'gestures', 'Gestapo officer', 'accident'], ['letter', 'M', 'Beckert', 'back', 'pursuers', 'murderer', 'God', 'marking of Cain'], ['popular misconception', 'mark of Cain', 'evil', 'fact', 'God', 'Cain', 'fellow', 'wrathful vengeance', 'justice in God', 'hands'], ['secular terms', 'shot', 'top', 'frame', 'God', 'hands in M belong', 'legitimate authorities', 'last moment', 'Hans Beckert', 'name', 'Law']]"
Blade Runner 2049 (2017) - IMDb,"[['Pros', 'Beautiful', 'Beautiful women Cool technology Cons', 'SlowNothing', 'Boring script', 'dialogue', 'lines Typical sequel', 'shadow', 'prequel', 'movies', 'sequel', '% of sequels', 'focus', 'towards', 'new ideas']]"
The Hunt for Red October (1990) - IMDb,"[['USS Portsmouth', 'movie', 'San Diego', 'Point Loma Submarine Base', 'friends', 'Soviet sailors', 'movie'], ['movie', 'many levels', 'goofs', 'nothing', 'non-submarine sailor'], ['pleasure', 'subs', 'movie', 'second one', 'USS Blueback', 'SS', 'diesel submarine', 'navy'], ['scene', 'submarine', 'water', 'Blueback', 'emergency surface', 'first time', 'other time'], ['movie', 'many memories', 'everyone']]"
Train to Busan (2016) - IMDb,"[['Train', 'Busan', 'words', 'zombies', 'train'], ['director', 'Sang-ho Yeon', 'simple premise', 'zombie genre', 'jolt', 'confined location—a', 'intercity train—to', 'maximum effect', 'Yeon', 'tension', 'living', 'handful of passengers', 'survival', 'undead', 'bit', 'train home', 'Waterloo', 'Saturday night', 'great ideas', 'excitement', 'zombies', 'train', 'tunnel', 'swarming in numbers', 'barriers', 'special effects', 'par', 'World War Z'], ['gore quotient', 'pace', 'lack of blood', 'hours', 'Train', 'Busan', 'zombie films', 'recent years'], [], ['IMDb']]"
Aliens (1986) - IMDb,"[['Aliens', 'Action Movie', 'time', 'action sci-fi flicks', 'death'], ['Terminator and T2', 'movie', 'death'], ['James Cameron', 'classic masterpiece'], ['science fiction film', 'third feature', 'James Cameron', 'Piranha Part', 'Terminator'], ['sequel', 'film Alien', 'Alien', 'masterpiece', 'film', 'movie', 'sorry', 'personal opinion', 'movie'], ['original movie', 'Alien', 'real classic'], ['Ellen Ripley', 'Sigourney Weaver', 'sole survivor', 'Alien', 'trough space', 'hyper sleep', 'years'], ['story', 'Alien encounter', 'skepticism', 'team', 'high-tech marines', 'LV-426', 'time', 'war'], ['great cast', 'marines', 'aliens', 'movie'], ['movie stars', 'Sigourney Weaver', 'Michael Biehn', 'Carrie Henn', 'Paul Reiser', 'Lance Henriksen', 'Bill Paxton', 'William Hope', 'Jenette Goldstein', 'Al Matthews', 'Mark Rolston', 'Ricco Ross', 'Colette Hiller', 'Daniel Kash', 'Cynthia Dale Scott', 'Tip Tipping', 'believable enough.I', 'characters', 'Ellen Ripley', 'Newt', 'Corporal Hicks', 'Bishop', 'Private Hudson', 'Private Vasquez', 'Sergeant Apone', 'Private Drake', 'Private Frost', 'Corporal Ferro', 'Private Spunkmeyer', 'Corporal Dietrich', 'Private Crowe', 'platoon of US Colonial Marines', 'Burke', 'bad guy'], ['characters', 'movie'], ['action film', 'horror', 'people'], ['plenty of horror'], ['nightmare sequence', 'beginning', 'creepy atmosphere', 'LV-426 colony', 'heart', 'face hugger', 'loose scene', 'medical bay'], ['aliens', 'humans', 'Alien queen', 'end'], ['Ripley', 'fear', 'PTSD', 'herself', 'Girl/Fight', 'Aliens/and Destroy', 'Entire Nest', 'Alien Queen', 'Whips', 'Ass', 'end', 'Newt', 'worry', 'Nightmares', 'Ripley', 'beginning', 'film', '.This', 'action movie', 'time'], ['action', 'film', 'case'], ['movie', 'budget'], ['multiple huge explosions', 'thousands of bullets', 'scores from James Horner', 'stuntmen', 'Blu-ray disc', 'edition version', 'film on DVD', 'Blu-ray'], ['film', 'death', 'action film', 'Lance Henriksen', 'Hard Target', 'Terminator', 'good guy']]"
Arrival (2016) - IMDb,"[['beginning', 'story', 'time', 'Dr. Louise Banks', 'seconds', 'film'], ['first viewing', 'true theme', 'whole movie.Arrival', 'core', 'power of language', 'language shapes', 'world'], ['alien race', 'Dr. Banks', 'language'], [], ['aliens', 'time', 'humans', 'Dr. Banks', 'weapon', 'dialogue between Ian', 'Dr. Banks', 'film', 'Sapir-Whorf hypothesis', 'foreign language', 'brain', 'language'], ['Dr. Banks', 'alien language', 'knowledge', 'time.This theme', 'whole movie', 'daughter', 'spelling', 'daughters name', 'Hannah', 'film', 'big reveal', 'end.But', 'true beauty', 'viewer', 'knowledge along with Dr. Banks', 'story', 'beginning', 'movie', 'end'], ['beginning', 'beginning', 'Dr. Banks', 'time.The question', 'life', 'anything'], ['movie', 'alien invasion', 'times'], [], ['Arrival', 'art']]"
The Body (2012) - IMDb,"[['Congratulations', 'cinema', 'thriller / mystery spectacular', 'explicit sex', 'Spanish films'], ['movie'], ['way', 'thriller'], ['place'], ['atmosphere of suspense', 'tension remains', 'environment', 'main plot', 'nothing', 'morgue'], ['unwinding', 'film', 'high quality'], ['Spanish film'], ['one', 'time'], ['unblinking eyes', 'quality', 'climate of suspense'], ['final part', 'open mouth', 'great script'], ['grade'], ['movie', 'recent years.Thanks', 'Spanish cinema']]"
Lucky Number Slevin (2006) - IMDb,"[['i', 'comment'], ['prior user', 'attention', 'film', 'plot'], ['anything', 'film', 'film', 'anyone'], ['minutes in confusion', 'fast', 'plot', 'end', 'sympathies', 'individual characters', 'place'], ['i', 'full attention', 'website', 'sense'], ['film']]"
Hot Fuzz (2007) - IMDb,"[['Hot Fuzz', 'action films', 'way', 'American satire'], ['Edgar Wright', 'Simon Pegg', 'plot threads', 'car chases'], ['details of Hollywood', 'formula', 'continuous references', 'scene in Point Break', 'Keanu', 'gun', 'sky in anger', 'scene in Bad Boys II', 'Martin Lawrence', 'circling', 'shot', 'S * * *'], ['characteristics of Hollywood', 'portray people', 'scenes in action movies', 'Nick Frost'], ['film', 'precise tune', 'mainstream action adventure.The irony', 'film', 'place', 'beautiful English countryside'], ['ways', 'film', 'Americans'], ['conscious social mannerisms', 'English', 'English village life'], ['element of Hot Fuzz', 'intertwining', 'action film', 'gimmicks', 'fast pace', 'quaint', 'English village', 'secrets-of-its-own flavor', 'Agatha', 'Christie-style expository', 'structure.The film-making style', 'satire'], ['cinematography and editing', 'product', 'school of Tony Scott', 'Guy Ritchie'], ['jump cuts', 'loud', 'sound effects', 'occasional strobe', 'montages of grainy', 'lit shots', 'machine gun speed'], ['soundtrack', 'action film', 'Hollywood'], ['impression of Hollywood film-making', 'hilarious opposition', 'English countryside.Simon Pegg', 'performance', 'work', 'comic genius'], ['character', 'man', 'authentic confidence', 'incredible drive', 'workaholic', 'zealot', 'action hero stereotype'], ['Nick Frost', 'great second banana', 'punchline', 'Pegg', 'straight line', 'adolescent way', 'relief sidekick.The film', 'great surprise', 'performance from Timothy Dalton'], ['reappearance', 'abyss', 'stint as James Bond', 'vindication', 'credibility', 'actor', 'comic ability'], ['film', 'great highlights.I', 'comedy']]"
Donnie Darko (2001) - IMDb,"[['main theme', 'film', 'middle', 'Donnie', 'self-help guru', 'something', 'following effect'], ['* *', 'antichrist'], ['end', '_Donnie Darko_', 'film about people', 'life', 'emotions'], ['Donnie', 'young man', 'loneliness', 'thought', 'spiritual isolation'], ['meaning', 'self-discovery drives', 'fringes', 'reality', 'world'], ['Donnie', 'girlfriend Gretchen', 'remarkable sensitive little girl', 'Karen', 'English teacher', 'only sin', 'students', 'such thing', 'true end'], ['course', 'movie', 'characters', 'polarization', 'last thing', 'film', 'majority', 'mishmash', 'beautiful', 'grotesque', 'Donnie', 'parents', 'time loving', 'Jim Cunningham', 'lie', 'sane', 'everybody', 'Donnie', 'sister', 'identity', 'adult', 'identity', 'child'], ['Frank'], ['nothing', 'thing', 'movie', 'incredible emotional range'], ['hope', 'dread', 'laughter', 'tears', 'different points', 'movie', 'bit', 'contradiction', 'states'], ['scenes with Frank', 'one', 'place', 'therapist', 'office', 'backdrop', 'conversation', 'end', 'world', 'things', 'movie', 'skin', 'performances', 'film'], ['talent', 'film', 'top notch', 'Gyllenhall'], ['film', 'dismal future'], ['fact', 'large majority', 'fact', 'movie', 'part', 'airplane', 'building', 'very definition', 'bad timing', 'film'], ['beautiful experience', 'unique film', '_Donnie Darko_']]"
The Trial of the Chicago 7 (2020) - IMDb,"[['Sorkin', 'discipline', 'film'], ['script', 'right tone', 'role'], ['editing', 'flashback events', 'right time', 'trial', 'pace', 'background details'], ['drama', 'history and conclusion', 'intermediate details'], ['audience', 'right times', 'story.Ca', 'entire cast'], ['Brilliant job', 'seasoned veterans', 'relative newbies'], ['SBC', 'Abbie Hoffman', 'entire cast', 'magic together.Must see', 'ages']]"
Match Point (2005) - IMDb,"[['film', 'Forties or Fifties', 'film-noir', 'high point'], ['Woody Allen', 'America', 'directors', 'homage', 'genre', 'film', 'romantic obsession', 'name', 'opening credits'], ['break', 'city', 'trace', 'well', 'neurotic hoots and clicks', 'British cast', 'trademark reference', 'persona from Jonathan Rhys-Meyers', 'performance', 'MATCH POINT', 'European film', 'character study', 'comedic tones', 'subtle moves', 'darker side', 'love', 'THE POSTMAN ALWAYS RINGS TWICE', 'films', 'FATAL ATTRACTION.A', 'quadrangle', 'plot device', 'Allen', 'focus', 'time', 'Chris Wilton', 'Rhys-Meyers', 'tennis player', 'instructor', 'Tom Hewett', 'Matthew Goode'], ['similar interests', 'love of opera', 'works of Dostoyevsky'], ['similar interest'], ['Tom', 'Chris', 'evening', 'opera', 'family', 'sister Chloe', 'Emily Mortimer', 'signifies', 'familial safety', 'forms'], ['opportunity', 'social ladder', 'Nola Rice', 'Scarlett Johanssen', 'aspiring American actress', 'Tom', 'girlfriend', 'outsider', 'Wilton household'], ['clandestine affair', 'Chris and Nola', 'chances', 'success', 'Tom'], ['turn of events transpire', 'Nola', 'picture', 'Tom marry', 'girl', 'Chris marry Chloe', 'Chris tracks Nola down.Like', 'MATCH POINT', 'years', 'everything', 'plot elements', 'noir films'], ['deliberate pace', 'sinister shape', 'second half', 'Allen', 'audience', 'core'], ['Allen', 'trace', 'romantic melodrama', 'couple', 'affair', 'initial bedazzlement', 'passion', 'painful decline', 'life'], ['Nola', 'Lana Turner', 'THE POSTMAN ALWAYS RINGS TWICE', 'control until Allen', 'rug', 'feet', 'collapse', 'own trap', 'darker', 'darker colors'], ['Chris', 'question', 'love', 'social status', 'crux of MATCH POINT', 'tennis ball', 'moments', 'director', 'audience', 'hand', 'autopilot', 'point', 'return'], ['Woody Allen', 'hardcore fans', 'ringer with film', 'film', 'disposable nature'], ['film', 'strong connection', 'CRIMES AND MISDEMEANORS'], ['references', 'staccatto style', 'new audience', 'work with ease', 'times', 'Hitchcock', 'self-effacing FRENZY', 'MATCH POINT', 'excellent movie', 'director', 'full control', 'ability', 'visual tale'], ['roster', 'wallop']]"
The Boondock Saints (1999) - IMDb,"[['Boondock Saints', 'pleasant surprises', 'years', 'indies', 'massive budget', 'action film', 'Boston Irish brothers', 'Sean Patrick Flanery', 'Norman Reedus'], ['favorite pub', 'influx', 'Russian gangsters', 'Mission from God', ""'heavy hitter"", 'criminals', 'city'], ['local heroes', 'detective Willem Dafoe', 'trail.The story', ""'Death Wish"", 'series', 'glossy superficiality', 'Bronson films'], ['times', 'times', 'momentum', 'twist', 'insane'], ['violence', 'story', 'executions', 'plot'], ['brothers', 'hard-pressed NOT', 'bit', 'Boondock Saints', 'fabulous film', 'attention']]"
Victoria (2015) - IMDb,"[['trailer of Victoria', 'movie', 'fan', 'Sebastian Schipper', 'Absolute Giganten', 'German movies', 'recent years'], ['German cinema', 'last years', 'many movies', 'German past', 'soulless comedies', 'market'], ['few risks', 'good E.g'], ['Zeit der Kannibalen', 'part'], ['Victoria', 'movie', 'experienced director', 'part', 'cast', 'small crew and shot', 'single take', 'night in Berlin'], ['Latter', 'something', 'German film', 'theater', 'good unconventional German movie'], ['masterpiece'], ['Victoria', 'movie in years', 'IMHO', 'movie', 'year'], ['shot', 'movie', 'effect', 'showcase', 'cinematographers talent', 'essential part', 'films', 'main story', 'Spanish girl', 'Victoria', 'bunch', 'Berlin guys', 'middle', 'night'], ['story of Victoria', 'real time', 'character development', 'plot', 'movie', 'something', 'recent years'], ['plot', 'acting'], ['acting', 'movie', 'dialogue', 'actors', 'Laia Costa', 'Frederick Lau', 'characters', 'minutes'], ['persons.The cinematography', 'Sturla Brandth Grøvlen', 'fantastic job', 'main characters', 'shaky parts', 'annoying', 'viewer', 'camera'], ['aspect', 'movie', 'soundtrack'], ['atmosphere'], ['theater speechless', 'final act'], ['way', 'movie', 'support movies', 'original concepts', 'movies', 'dog * * * *', 'Hollywood and co.Victoria', 'exhilarating masterpiece', 'first time', 'kind of cinema', 'long time'], ['Go'], ['worth']]"
Changeling (2008) - IMDb,"[['nothing', 'Eastwood', 'camera', 'assured touch', 'films', 'technical devices', 'special effects', 'part of movie making', 'good screenplay', 'good story', 'good acting'], ['years', 'many films', 'great performances', 'movies', 'recognition'], ['Eastwood', 'package time', 'time', 'movies', 'Mystic River', 'Letters', 'Million Dollar Baby'], ['True', 'link', 'strong films', 'themes', 'pain and loss', 'stories', 'settings', 'amazing attention', 'share', 'strong focus', 'superb performances.Eastwood', 'way', 'honors for Penn', 'Freeman', 'Swank', 'Hackman', 'others', 'Academy'], ['power', 'performances in Eastwood', 'movies', 'center', 'film', 'Jolie'], ['performance', 'attempt', 'star'], ['remarks', 'state something', 'lady', 'tour de force', 'star', 'other cameras', 'director', 'perception', 'private life'], ['personal disapproval', 'persona', 'film', 'work', 'performer.As', 'mother', 'truth', 'child', 'Angelina'], ['pain', 'eyes', 'determination', 'disturbing reality', 'obsession', 'unexpected results', 'thing', 'drive', 'child', 'quite inconvenient', 'people', 'other interests', 'hand.Her battle', 'folks at LAPD', 'epic proportions', 'goal', 'corruption', 'boy'], ['horrific moments', 'film', 'injustices', 'Gothic horror', 'places', 'hospital', 'film'], ['background'], ['moments', 'one', 'bit', 'information', 'film delivers', 'moment'], ['expert hand', 'work by Jolie', 'rest', 'amazing cast', 'life emotions', 'madness', 'anger', 'pain', 'sorrow', 'many times', 'disbelief that humans', 'actions.The film', 'production values', 'era'], ['recreation', 'time Los Angeles', 'way', 'real city', 'gigantic geographical area', 'identity'], ['musical score', 'sweet melody', 'love', 'pain themes', 'film', 'moments', 'children', 'stories', 'adults', 'films Eastwood'], ['matter of fact', 'masterpiece', 'man', 'Hollywood', 'few lessons']]"
Get Out (2017) - IMDb,"[['Someone', 'movie Skeleton Key', 'Kate Hudson'], ['Get Out', 'same plot', 'whereas in Skeleton Key', 'transferring', 'soul', 'magic in Skeleton Key', 'neurosurgical procedure', 'job'], ['plot', 'well-done clash', 'folks culture', 'copy cat', 'Skeleton Key', 'deep South', 'element', 'black/white culture', '.If', 'movies', 'cinematic night', 'Skeleton Key', 'dark atmosphere', 'suspense'], ['end', 'delicate.Get Out', 'strong points', 'good actors', 'good production', 'strange circumstances', 'paranoia', 'hero'], ['other side', 'movie', 'weak points', 're', 'solution', 'mistakes', 'hero', 'stuff', 'ears', 'chair'], ['brother', 'stuff', 'ears'], ['girl see', 'darkness'], ['blitz', 'phone', 'possession/control', 'host', 'gun', 'grandfather'], ['comedy- element', 'experience', 'comedy elements', 'tiresome', 'buddy stuff cliché', 'comedy Kitsch zillion times', 'funny with Eddie Murphy', 'good horror-movie', 'bad end', 'hero', 'Kate Hudson', 'kind of way', 'struggle', 'life', 'director', 'guts', 'end', 'hero', 'cop', 'electrical chair'], [], ['mad comrades', 'good evil family', 'pieces of evidence', 'crime', 'solution', 'black guy', 'mass murder', 'story', 'white folks'], ['Btw', 'point', 'racist society'], ['p.c.-ending', 'compliments', 'mainstream agenda', 'horror movie', 'everything', 'many aspects', 'movie', 'actors', 'horror collection Get Out'], ['script/the story'], ['horror', 'snack', 'horror-elements', 'comedy and thriller'], [], ['real rate', 'political agenda or bias', 'reviewers', 'votings', 'black actors', 'main characters', 'masterpieces like Blade Runner', 'rating', 'Apocalypse', 'Out'], ['points', 'black actor', 'main character', 's', 'racism', 'ratings', '* * *', 'fake reviews and ratings', 'beginning', 'movie', 'studios', 'Out', 'proof', 'hysteria']]"
Dawn of the Dead (1978) - IMDb,"[['turns', 'absurd Dawn', 'Dead', 'work', 'director', 'top', 'game'], ['total control', 'something', 'Romero', 'years', 'George Romero', 'unique', 'vivid view', 'world', 'absolute turmoil.Not', 'mockery', 'empty America', 'Dawn', 'structure of society'], ['film', 'quality', 'acting'], ['joys', 'film', 'Romero', 'gaudy sets and effects', 'combines', 'book hero dialogue', 'sense of security'], ['Romero', 'rug', 'reality', 'situation', 'heads.Dawn', 'part', 'trilogy'], ['theory of mine', 'Alien trilogy', 'miserable fourth installment', 'lot', 'dead trilogy', 'pace and claustrophobia', 'mass hysteria', 'top horror and violence', 'Horror films', 'modern time'], ['something', 'only people', 'living', 'shopping mall', 'appeals', 'kid'], []]"
Infernal Affairs (2002) - IMDb,"[['movie', 'cream of Hong Kong gangster', 'cop movie'], ['awards'], ['awards', 'thing'], ['God Father', 'America', 'Martin', 'American version', 'movie'], ['movie', 'true master', 'possibility', 'history of Hong Kong film industry', 'somewhat government', 'free state', 'years', 'Hong Kong movie industry', 'state of hysteria'], ['hand', 'everything', 'people', 'hours'], ['other hand', 'lack', 'political drama', 'gangster', 'cop drama', 'movie'], ['years', 'poor student', 'video store', 'something exciting'], ['owner', 'VHS copy', 'movie'], ['home'], ['dark', 'dingy apartment', 'minutes', 'utter silence.There', 'plot twist', 'surprise', 'Mr. M Night', 'heavy', 'gimmicks and Hollywood', 'camera tricks'], ['beginning', 'end', 'hours', 'tension', 'knife'], ['end'], ['story', 'mind', 'questions', 'bits and pieces', 'characters', 'shape', 'movie ended.In', 'entire life', 'movie', 'single excessive frame', 'movie'], ['expectation on crime drama.The story'], ['mole in police department', 'cop in drug trafficking mafia'], ['identity', 'invisible tug war', 'wits'], ['plot twist.It', 'popular movie', 'huge buzz', 'countless fans'], ['star cast', 'Hong Kong cinema', 'course', 'screenplay', 'acting', 'editing', 'camera work', 'overall directing', 'flawless judging', 'standards.If', 'Hong Kong movie']]"
American Gangster (2007) - IMDb,"[['American Gangster', 'crime film', 'Ridley Scott', 'Steve Zaillian'], ['film', 'career of Frank Lucas', 'gangster from La Grange', 'North Carolina', 'heroin', 'United States', 'American service planes', 'Vietnam War'], ['Denzel Washington', 'Russell Crowe', 'roles', 'John Ortiz', 'Josh Brolin', 'Chiwetel Ejiofor', 'Norman Reedus', 'Ruby Dee', 'Lymari Nadal', 'roles.There', 'time', 'one', 'Frank Lucas', 'criminal kingpin', 'city', 'dies', 'Lucas', 'opportunity', 'own criminal empire'], ['following months', 'Lucas', 'status as Harlem', 'drug dealer', 'product', 'competitors'], ['businessman Lukas attempts', 'Manhattan borough', 'civil supporters', 'savvy outcast cop Ritchie Roberts', 'sizable shift', 'hierarchy', 'drug underworld'], ['Roberts', 'honest detectives', 'corrupt system', 'case', 'detective Trupo', 'everything', 'power', 'integrity', 'idealistic counterpart'], ['usual Mafia-connected suspects', 'Roberts', 'power player', 'woodwork', 'drug trade'], ['Roberts and Lucas', 'opposite sides', 'law', 'thing', 'men', 'code of ethics', 'opportunistic colleagues'], ['confrontation', 'men', 'fate', 'becomes', 'conflict', 'victorious.American Gangster', 'epic', 'crime drama', 'premise', 'execution.It', 'minutes', 'audience', 'twists and intricacies', 'logistics', 'consequences of crime', 'police corruption', 'plethora', 'show-stealing performances', 'cast', 'Washington', 'steely grip', 'impersonation of Frank Lucas']]"
Evil Dead II (1987) - IMDb,"[['Evil Dead', 'Dawn', 'sequel', 'cult', 'classic film', 'Evil Dead', 'film', 'prequel', 'Army of Darkness', 'years'], ['Evil Dead', 'Dawn', 'number', 'favorite film', 'Evil Dead movie', 'franchise'], ['horror movies'], ['film', 'death'], ['film', 'lot', 'favorite movie', 'trilogy'], ['movie fun gory', 'kick-ass sequel'], ['action', 'comedy and horror', 'film', 'death'], ['Bruce Campbell', 'bad-ass Ash', 'sequel'], ['action gory movies', 'today.This sequel', 'original movie', 'perfect balance', 'horror', 'silliness', 'third installment'], ['B', 'movie genre', 'witty direction and dialogue'], ['scene', 'blood splashes', 'lightbulb', 'room glow'], ['first time', 'film', 'lot', 'Evil Dead', 'lot of changes'], ['lot', 'film', 'second favorite movie', 'trilogy'], ['Bruce Campbell', 'pure fun'], ['Evil Dead films', 'Army of Darkness', 'scenes', 'films', 'happy endings', 'Army of Darkness'], ['film', 'same thing'], [], ['negative thing'], ['success', 'belt', 'director Sam Raimi', 'first draft', 'many elements', 'time', 'money', 'first pass'], ['level', 'film', 'nightmare', 'hero Ash'], ['Evil pairing', 'writer-director Sam Raimi', 'star Bruce Campbell', 'Evil Dead', 'same characters', 'first film', 'Campbell', 'daffy hero Ash', 'girlfriend Linda', 'Denise Bixler', 'film', 'plot setup', 'first film', 'kind', 'Groundhog Day scenario.Once', 'Ash visits', 'isolated cabin', 'woods', 'tape recorder', 'professor', 'verbiage', 'Necronomicon', 'next thing', 'hell'], ['Raimi', 'director', 'points for finesse', 'manic', 'breathless style', 'outré black comedy', 'Evil Dead franchise', 'devil', 'caution', 'wind spirit', 'Evil Dead trilogy', 'Army of Darkness', 'third film', 'Raimi-Campbell remake', 'Evil Dead', 'cult sensation', 'audiences', 'films', 'day'], ['Evil Dead', 'Dawn', 'gruesome affair', 'lot', 'time', 'Campbell', 'arch delivery', 'wide-eyed crazed', 'performance style', 'Raimi', 'Scott Speigel', 'reinvention', 'Evil Dead premise'], ['Evil Dead', 'Dawn', 'sinister', 'comedy', 'blacker', 'death', 'consistent guffaws', 'eyes', 'blood and guts.Ash', 'Bruce Campbell', 'survivor of THE EVIL DEAD', 'same cabin', 'woods', 'forces'], ['girlfriend', 'demons', 'body parts', 'amok', 'Ash', 'battle', 'legions', 'hero', 'movie history'], ['EVIL DEAD II', 'director Sam Raimi', 'infamous sequel', 'THE EVIL DEAD', 'outrageous prequel', 'ARMY OF DARKNESS', 'Evil Dead II', 'publicity materials', 'Evil Dead', 'Dawn', 'horror comedy film', 'Sam Raimi', 'parody sequel', 'film', 'Evil Dead'], ['film', 'Raimi', 'Scott Spiegel', 'screenplay', 'production', 'collaboration Crimewave', 'Robert Tapert', 'stars Bruce Campbell', 'Ash Williams.I', 'film', 'Army of Darkness'], []]"
